GF_104w_M_1_2	GF_104w_M_2_2	GF_104w_M_3_2	GF_104w_M_4_2	GF_104w_M_5_2	GF_8w_M_1_2	GF_8w_M_2_2	GF_8w_M_3_2	GF_8w_M_4_2	SPF_104w_M_1_2	SPF_104w_M_10_2	SPF_104w_M_11_2	SPF_104w_M_12_2	SPF_104w_M_13_2	SPF_104w_M_14_2	SPF_104w_M_2_2	SPF_104w_M_3_2	SPF_104w_M_4_2	SPF_104w_M_5_2	SPF_104w_M_6_2	SPF_104w_M_7_2	SPF_104w_M_8_2	SPF_104w_M_9_2	SPF_8w_M_2_2	SPF_8w_M_3_2	SPF_8w_M_4_2
150359.496455122	151791.692737771	161722.826738552	190030.718899478	173179.467260427	101285.634199298	66098.0383650197	109101.688077405	110564.955046006	154769.359489692	124015.565773252	150045.119810047	136608.158351164	194957.612631777	137621.204261477	176310.035738971	156639.368014465	182601.866024103	135244.56155195	148365.748034842	166259.463322485	144716.948872425	127638.347554065	124141.283891175	133482.252481903	130560.472886016
681099.513910635	611094.982370119	514373.117602069	543187.826210682	502005.687879201	436516.376606987	609103.291218897	412176.4909494	419875.648381982	531578.18310985	590972.641563435	673771.708386783	589378.384767821	706014.368986096	556851.907819223	588329.963895423	567696.75263123	594360.02190115	667266.219310887	631983.50401329	623632.555477413	674685.028440538	776287.165997588	433220.19003197	495705.81191313	495339.333992561
248691.218430172	197202.481998264	181688.686948076	181587.272986034	160212.028691355	177622.660059053	291082.733554661	176414.077974499	145103.495267012	184208.451062815	231398.721357863	249456.351818636	237036.908405518	212811.387204035	233845.148161708	215686.958235733	178671.551474231	202594.616771784	279029.373401098	244110.98124173	254069.404172556	259995.683088418	305522.216207278	189794.588014759	197068.080503372	235055.735541091
61432.8711880995	53075.3111987555	44138.9726314181	41609.8317783008	43145.1724866722	63865.1642794048	79790.6473857518	62661.4991175712	52990.8517800418	61241.5044190338	39646.7790861224	31907.9158485369	36096.2861797409	34158.5576301881	32496.7376802309	52476.8481903789	52113.7587867704	54685.0661038026	43226.232622489	37845.565557691	37709.6572459753	38673.6571796376	37957.1476239846	66273.6474808147	70046.7297743468	65898.2573710155
42855.1128910701	41869.5779894007	31339.0295051196	31373.4832544256	31930.1483814199	33496.450016087	32534.6633298931	31446.6553278182	24534.2854100102	55109.7924489162	33580.4491175197	36263.8390413401	35749.6061304986	46243.2901095436	32309.9696842137	44310.0019689953	47055.3727170559	47784.1539419994	38850.1235830919	34986.9098705125	34632.3710417338	36993.9586545924	31874.3107290144	28469.4571371953	34742.7949678687	30574.2767143062
78785.6335875661	62908.3133048294	75729.2579054666	77919.5782817398	60753.938605702	58658.7849299106	94305.9314325576	56433.7401285214	54351.1099637793	76957.1096949116	82963.4225118514	79079.207993635	80711.5756747825	71809.5389083152	56244.8692312315	86050.9559094989	79999.5451290242	90773.7281910415	112327.729422719	91617.6379686575	101179.251052494	99770.9997321749	99545.2321246974	65809.2864128297	64749.3024884273	93279.4259572825
175.896846829513	289.130689041465	203.824832957583	716.852720421988	789.443435107063	581.336282045335	612.223275217602	768.734705283631	430.19689037536	362.953354284991	691.118103621927	529.353652501101	352.762155369425	327.617737901274	831.072900938121	337.114899666329	342.117498459385	289.713970036062	183.857358946891	193.275481858796	401.070252568114	103.410668688055	163.599580298409	690.266452410114	625.715454957289	672.186555318592
0.897432891987312	130.492611868272	26.9202609566619	63.2063688974226	208.87580711788	103.810050365238	163.357652762389	77.8813467808208	0	0	91.8316377844096	107.946627176695	301.064253289423	115.083851274102	160.85281953641	24.3060899445942	120.153866751151	19.8945215475407	27.3506814962318	20.2382703517064	0.905350457264365	183.626421034865	34.7649108134119	43.0295970333578	0	0
0	225.803392105392	0	16.9578062895524	54.6290572462147	74.4989773209358	55.9242414862233	28.4037852965346	0	1.37482331168557	88.4304660146166	20.0670012059241	31.4242149898051	0	20.5534158296525	0	41.274229036655	13.6774835639343	0	0	0	61.8531102433229	0	42.1331470951628	18.9273358261102	0
51.1536748432768	12.7933933204188	19.228757826187	60.1231313902313	128.538958226387	76.9415667412943	61.811003747931	37.5662966825136	6.96675126113943	21.9971729869692	148.291089162972	102.410902706095	102.382119805494	43.6204920151838	176.938101490052	32.7603820992357	112.816226033524	60.9269722393435	63.0585156718677	30.3574055275597	36.2140182905746	126.605585029302	38.8549003208721	38.547347342383	33.4011808696062	87.9081492424579
34.9998827875052	44.1372069554449	20.5106750145995	50.8734188686572	127.467800241168	67.1712090598601	42.6790263973809	42.147552375503	26.1253172292729	93.4879851946189	151.692260932765	101.71893714727	126.71054431373	110.443373400146	124.214121753117	24.3060899445942	44.0258443057654	9.94726077377037	87.370232557407	66.7862921606312	28.9712146324597	61.8531102433229	29.6524239290866	80.6804944375458	41.194789739181	3.55184441383668
0	12.7933933204188	0	0	0	0	0	0	0	9.62376318179901	244.204133071134	96.1832126766706	14.1915809631378	27.8428672437343	25.0215497056639	0	74.2936122659791	18.6511139508194	47.8636926184056	177.084865577431	22.6337614316091	17.3961872559346	1.02249737686505	0	0	0
268.332434704206	112.581861219686	292.277118958043	348.405838312622	299.924235861571	75.720272031115	83.8863622293349	44.8963057912967	150.65599602214	163.603974090583	194.547025232157	68.5045903236718	182.463183811771	256.154378642356	111.703346900285	136.325460993594	141.249583814331	79.578086190163	141.311854397197	60.7148110551193	90.5350457264365	320.863009387238	147.239622268568	95.0236934486651	81.2762067827084	89.6840714493763
17.9486578397462	73.5620115924082	94.8618719425227	24.6659000575308	131.752432182047	106.252639785597	22.0753584814039	56.8075705930693	95.7928298406672	48.118815908995	148.971323516931	73.3483492354466	138.874756567848	64.038594660589	86.6817971946212	8.45429215464147	45.8602544851723	41.0324506918028	0	63.7505516078753	0	22.2284614936942	7.15748163805538	92.3343436340802	60.1221255652912	95.8997991735905
39.4870472474417	34.5421619651308	7.69150313047482	18.4994250431481	19.2808437339581	39.0814307257368	38.2639547011001	27.4875341579368	22.6419415987032	28.871289545397	118.360777588795	24.9107601176989	41.5610585349035	28.7709628185255	15.1916551784388	32.7603820992357	82.5484580733101	70.8742330131139	53.9416218397904	74.8816003013138	48.8889246922757	101.477758992952	32.7199160596818	14.3431990111193	23.3808266087243	7.10368882767337
13.4614933798097	15.9917416505235	52.5586047249112	29.2907563183178	0	68.3925037700394	36.7922641356732	39.3987989597094	49.6381027356185	1.37482331168557	83.6688255369065	13.8393111764994	7.09579048156889	34.3395362672724	7.14901420161824	0	11.0064610764413	31.0851899180324	27.3506814962318	2.02382703517064	29.8765650897241	25.1278260363499	17.3824554067059	5.37869962916972	5.5668634782677	2.66388331037751
136.409799582071	120.257897211937	41.021350029199	67.8312251582097	31.063581571377	184.415501237071	85.3580527947619	88.8763604439955	161.106122913849	12.3734098051702	62.5815605641902	118.32611055907	21.2873714447067	101.162417652235	47.3622190857209	101.451505855698	44.9430493954688	34.8154127081963	29.6299049542511	17.2025297989505	76.0494384102067	439.736955636124	56.237355727578	90.5414437576903	54.5552620870235	142.961737656927
34.1024498955179	227.082731437434	51.2766875364988	118.704644026867	112.471588448089	136.785007540079	285.507969692824	118.196396879128	144.560088668643	181.476677142496	180.942338152985	227.656668853415	195.641080420399	125.292902596805	458.43053567877	118.360090164981	156.842070339289	297.17441561639	204.370370069065	439.17046663203	227.242964773356	278.338996094953	100.204742932775	199.908336217475	86.8430702609761	152.729309794977
295.255421463826	425.380327903926	247.410017363607	266.700044372052	185.310331443042	330.970866458583	295.809803650813	380.244222518125	260.382328385086	244.718549480032	166.657416719854	231.808462206364	163.203181076084	275.64438571297	210.002292172536	248.344832042593	290.754013435992	261.115595311472	141.311854397197	175.061038542261	144.856073162298	150.7669562181	140.082140630513	340.650976514082	398.587425043967	280.595708693098
10.7691947038477	0	12.8191718841247	0	0	2.44258942035855	0	0	0	2.74964662337114	0	0	25.342108862746	2.78428672437343	0	36.9875281765564	3.66882035881378	0	41.0260222443477	0	0	0	15.3374606529758	0	1.11337269565354	0
0	0	0	0	0	0	1.47169056542693	0	0	1.37482331168557	106.11655921754	38.0581057353733	0	0	0	0	594.348898127833	1.2434075967213	0.759741152673105	48.5718488440954	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1174.09910817948	14294.4447140858	12019.4417567897	407.501110512956	3071.99635255869	1933.80834153773	5.28393259665092	8170.46293907829	2893.40947757046	7306.43066525725	18846.8892650266	1183.29304764453	3345.86668222475	312.884197320707	2.68934981458486	0	0
58.3331379791753	50.5339036156543	0	63.2063688974226	24.6366336600576	15.8768312323306	25.0187396122578	1.83250227719578	25.2544733216305	81.1145753894488	84.3490598908651	89.9555226472459	73.9989578792184	103.018608801817	149.235671458781	2.11357303866037	36.6882035881378	31.0851899180324	63.0585156718677	460.420650501321	148.477474991356	18.3626421034865	21.4724449141662	33.1686477132133	22.2674539130708	8.87961103459171
0	0	0	0	0	0	0	0	0	0	0	6.91965558824968	0	0	0	0	0	0	0	0	0	0	0	0	1.11337269565354	0
0	0	0	0	0	0	0	0	0	0	29.2500772202193	4.15179335294981	0	0	0	0	32.1021781396206	2.48681519344259	9.11689383207726	0	0	0	4.08998950746022	0	0	0
2.69229867596194	3.83801799612564	5.12766875364988	4.62485626078702	0	4.8851788407171	2.94338113085386	0.916251138597892	2.61253172292729	6.87411655842786	0.680234353958589	2.0758966764749	1.01368435450984	3.71238229916458	0.89362677520228	2.11357303866037	10.0892559867379	3.73022279016389	2.27922345801931	17.2025297989505	0.905350457264365	0	1.02249737686505	12.5502991347293	2.22674539130708	0.887961103459171
0	0	0	0	0	0	0	2.74875341579368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.79486578397462	0	5.12766875364988	6.1664750143827	2.14231597043979	0	0	0.916251138597892	0.870843907642429	0	0.680234353958589	0	0	0	0	0	2.75161526911034	3.73022279016389	0	0	0	0	0	0	0	1.77592220691834
0	0	0	0	0	0	5.88676226170772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	2.74964662337114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	2.14231597043979	0	0	0	0	0	0	0	0	0	0	0	0	1.2434075967213	0	0	0	0	0	0	0	0
